,state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
187,ohio,OH,,,4942.0,4913.0,10.0,7475.0,,,82027.0,9840.0,6912.0,135.0,24362.0,,2021-06-03,
188,oklahoma,OK,,17286.0,1074.0,,,,,,32944.0,7435.0,,56.0,,,2021-06-02,
189,oregon,OR,,,885.0,878.0,0.0,,,,29152.0,3614.0,3456.0,42.0,,9276.0,2021-06-01,The number of vaccinated now includes those who have been released after being vaccinated.
190,pennsylvania,PA,,,4975.0,,,3482.0,3462.0,,124711.0,11398.0,,138.0,2944.0,27917.0,2021-06-01,"The vaccination numbers now include prisoners who have been released after being vaccinated and thus may appear to be a larger growth than it should. 25,187 prisoners have been fully vaccinated with the one-shot Johnson & Johnson vaccine. The state is also no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
191,rhode island,RI,,,456.0,454.0,1.0,,902.0,,,1244.0,1241.0,2.0,,,2021-06-04,Subtracting 4 presumed positives among prisoners and 13 presumed positives from staff. 
192,south carolina,SC,,,1138.0,1123.0,2.0,,,,39276.0,3334.0,3233.0,42.0,7012.0,6248.0,2021-06-01,
193,south dakota,SD,,424.0,191.0,191.0,0.0,,,,9069.0,2342.0,2335.0,7.0,2194.0,,2021-06-01,Vaccine numbers only reflect currently incarcerated people.
194,tennessee,TN,,,1543.0,1520.0,5.0,,,,49273.0,6696.0,6649.0,42.0,,,2021-06-04,"We have been told vaccinations have begun in this system, but they have not released breakdowns for the number of people vaccinated for this week."
195,texas,TX,,239137.0,11751.0,11374.0,48.0,13232.0,12125.0,,545479.0,34658.0,33190.0,273.0,,,2021-06-01,This week's prisoner deaths totals are based on data from the Texas Justice Initiative.
196,utah,UT,,,402.0,396.0,,,,,29901.0,3472.0,3448.0,18.0,380.0,375.0,2021-06-03,
197,vermont,VT,,,112.0,111.0,0.0,0.0,467.0,3126.0,23444.0,463.0,,0.0,859.0,,2021-06-01,They're only reporting incarcerated people *currently in their custody* who have received at least one dose.
198,virginia,VA,,21766.0,2605.0,2578.0,5.0,6964.0,5489.0,,120722.0,9112.0,8960.0,56.0,18412.0,16429.0,2021-06-03,
199,washington,WA,,,1282.0,,2.0,3716.0,,,,6252.0,6225.0,13.0,7989.0,,2021-06-01,"In late-June, Washington revised their total number of deaths, removing one case after reviewing updated an updated death certificate. We have adjusted this week's total accordingly."
200,west virginia,WV,,14307.0,502.0,498.0,1.0,,812.0,,10755.0,1631.0,1610.0,12.0,,2388.0,2021-06-04,1585 fully vaccinated prisoners received the one-shot Johnson & Johnson vaccine.
201,wisconsin,WI,,,2574.0,2564.0,,,,,118963.0,10986.0,10766.0,32.0,10464.0,10715.0,2021-06-01,1952 people were fully vaccinated with Johnson & Johnson's one-shot vaccine
202,wyoming,WY,,,304.0,301.0,0.0,,,,33434.0,903.0,897.0,3.0,,,2021-06-01,
203,federal,US,,,6972.0,6837.0,4.0,,19000.0,114733.0,,,,255.0,,73050.0,2021-06-01,
204,alabama,AL,,,1052.0,1043.0,3.0,855.0,,,16334.0,1654.0,1584.0,66.0,8813.0,,2021-05-26,
205,alaska,AK,,,330.0,,0.0,,,,34006.0,2427.0,,5.0,3289.0,2830.0,2021-05-26,
206,arizona,AZ,,,2772.0,2764.0,,,,47269.0,,12307.0,12226.0,,,,2021-05-25,
207,arkansas,AR,,,,,4.0,,,,,11376.0,11298.0,52.0,,,2021-05-27,"We have been told vaccinations have begun in this system, but they have not released numbers of people vaccinated for this week. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
208,california,CA,,,16770.0,16694.0,28.0,33231.0,30800.0,126921.0,,49254.0,48395.0,224.0,69798.0,67329.0,2021-05-28,
209,colorado,CO,,,1920.0,,0.0,3524.0,,20251.0,223801.0,8956.0,,29.0,10239.0,,2021-05-26,
210,connecticut,CT,,79422.0,1687.0,1681.0,0.0,2697.0,,,125072.0,4523.0,4458.0,19.0,4714.0,,2021-05-25,
211,delaware,DE,,,,,1.0,,,,,,,13.0,,,2021-05-25,
212,florida,FL,,,,,9.0,,,,,,,221.0,,,2021-05-25,
213,georgia,GA,,,1739.0,1715.0,4.0,1494.0,,,,3867.0,3765.0,93.0,24139.0,,2021-05-25,
214,hawaii,HI,,,250.0,235.0,0.0,,,,18325.0,1980.0,1959.0,9.0,,,2021-05-25,
215,idaho,ID,6437.0,,482.0,479.0,0.0,249.0,213.0,11804.0,,4148.0,4089.0,6.0,3029.0,2272.0,2021-05-25,
216,illinois,IL,,256100.0,4576.0,4504.0,1.0,,,,616682.0,10904.0,10892.0,88.0,,18895.0,2021-05-25,
217,indiana,IN,,5697.0,1537.0,1511.0,4.0,,,,23268.0,3703.0,3643.0,51.0,13259.0,7852.0,2021-05-25,
218,iowa,IA,,,707.0,704.0,2.0,1310.0,1315.0,,48019.0,4889.0,4864.0,19.0,3712.0,3981.0,2021-05-25,30 Staff and 926 prisoners have received the one-shot Johnson and Johnson vaccine.
219,kansas,KS,,,1218.0,,6.0,,,,,6114.0,,16.0,,,2021-05-27,
220,kentucky,KY,,,1107.0,,5.0,,,,,7908.0,,48.0,,,2021-05-27,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
221,louisiana,LA,2472.0,,939.0,927.0,6.0,2193.0,2152.0,9119.0,,3207.0,3108.0,36.0,9336.0,7882.0,2021-05-26,
222,maine,ME,,,,,,,,,10389.0,197.0,,,790.0,761.0,2021-05-28,
223,maryland,MD,,91496.0,2334.0,2301.0,4.0,4048.0,4059.0,,76314.0,4477.0,4436.0,30.0,10639.0,7825.0,2021-05-28,
224,massachusetts,MA,,,953.0,,,3133.0,2836.0,,37750.0,2573.0,,21.0,4687.0,4404.0,2021-05-26,
225,michigan,MI,,240818.0,4387.0,,6.0,,,41925.0,909819.0,26679.0,25698.0,,12412.0,19833.0,2021-05-28,vaccine numbers from 5/28. 8097 prisoners received the one-shot Johnson & Johnson vaccine and were fully vaccinated.
226,minnesota,MN,,,1134.0,943.0,0.0,,2152.0,,116542.0,4229.0,4206.0,12.0,1297.0,4534.0,2021-05-25,3888 prisoners have received the one-shot Johnson & Johnson vaccine. We remove 38 presumed positives from the recovered prisoners each week
227,mississippi,MS,,,,,,,,,,1399.0,,23.0,10844.0,8734.0,2021-05-25,
228,missouri,MO,,12995.0,2611.0,2591.0,6.0,,,,86577.0,5848.0,5749.0,48.0,12476.0,,2021-05-25,
229,montana,MT,,,285.0,,0.0,,,,,1138.0,,6.0,,,2021-05-25,
230,nebraska,NE,,,,,,,,3676.0,6784.0,982.0,976.0,6.0,,,2021-05-28,
231,nevada,NV,,,1005.0,,3.0,1280.0,,,,4566.0,,,6318.0,,2021-05-25,
232,new hampshire,NH,,,186.0,186.0,0.0,,,,2031.0,460.0,457.0,3.0,1352.0,1490.0,2021-05-28,Vaccine numbers as of 5/24/21. 186 prisoners were fully vaccinated with the one-shot Johnson & Johnson vaccine.
233,new jersey,NJ,,,,,,,,,,,,53.0,,,2021-05-25,
234,new mexico,NM,,,971.0,965.0,0.0,1681.0,1668.0,,53452.0,2987.0,2958.0,28.0,3532.0,2834.0,2021-05-25,
235,new york,NY,,,,,8.0,7546.0,7880.0,,98671.0,6576.0,6517.0,35.0,3938.0,11667.0,2021-05-25,"354 staff and 8452 incarcerated individuals have been fully vaccinated with the one-shot Johnson & Johnson vaccine. NY audited its staff case numbers in mid-June and revised them after identifying a number of cases that had been counted twice. We have removed this previous week's total that was inaccurate, as a result."
236,north carolina,NC,,149982.0,3975.0,3850.0,13.0,6982.0,6403.0,42279.0,141318.0,10068.0,7899.0,55.0,17552.0,15695.0,2021-05-25,
237,north dakota,ND,1276.0,24764.0,300.0,299.0,1.0,,,3849.0,36212.0,634.0,633.0,1.0,1006.0,1077.0,2021-05-25,136 people were fully vaccinated with the one-shot Johnson & Johnson vaccine.
238,ohio,OH,,,4932.0,4901.0,10.0,7399.0,,,80574.0,9833.0,6946.0,135.0,24062.0,,2021-05-27,
239,oklahoma,OK,,17286.0,1074.0,,,,,,32842.0,7431.0,,56.0,,,2021-05-25,
240,oregon,OR,,,882.0,874.0,,,,,29152.0,3614.0,3451.0,42.0,,,2021-05-26,
241,pennsylvania,PA,,,4961.0,,,3466.0,3446.0,,121739.0,11375.0,,138.0,2943.0,27178.0,2021-05-25,"The vaccination numbers now include prisoners who have been released after being vaccinated and thus may appear to be a larger growth than it should. 24,456 prisoners have been fully vaccinated with the one-shot Johnson & Johnson vaccine. The state is also no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
242,rhode island,RI,,,456.0,454.0,1.0,,,,,1243.0,1238.0,2.0,,,2021-05-28,Subtracting 4 presumed positives among prisoners and 13 presumed positives from staff. 
243,south carolina,SC,,,1134.0,1117.0,2.0,,,,38629.0,3326.0,3228.0,42.0,5972.0,5701.0,2021-05-25,
244,south dakota,SD,,424.0,191.0,191.0,0.0,,,,8975.0,2342.0,2335.0,7.0,,,2021-05-25,
245,tennessee,TN,,,1542.0,1518.0,5.0,,,,48032.0,6691.0,6641.0,42.0,,,2021-05-27,"We have been told vaccinations have begun in this system, but they have not released breakdowns for the number of people vaccinated for this week."
246,texas,TX,,237322.0,11738.0,11351.0,47.0,13169.0,11759.0,,539723.0,34639.0,33185.0,273.0,56121.0,29250.0,2021-05-26,"This week's prisoner deaths totals are based on data from the Texas Justice Initiative. Vaccine numbers as of 5/26, 196 staff and 5385 prisoners have received the one-shot Johnson and Johnson vaccine."
247,utah,UT,,,,,,,,,,,,,,,2021-05-25,
248,vermont,VT,,,112.0,110.0,0.0,0.0,467.0,3102.0,23260.0,463.0,462.0,0.0,821.0,,2021-05-26,They're only reporting incarcerated people *currently in their custody* who have received at least one dose.
249,virginia,VA,,21766.0,2595.0,2572.0,5.0,6917.0,5418.0,,119870.0,9112.0,8958.0,56.0,18041.0,16179.0,2021-05-27,
250,washington,WA,,,1276.0,,2.0,3711.0,,,,6249.0,6221.0,13.0,7926.0,,2021-05-25,"In late-June, Washington revised their total number of deaths, removing one case after reviewing updated an updated death certificate. We have adjusted this week's total accordingly."
251,west virginia,WV,,14221.0,501.0,495.0,1.0,834.0,812.0,,10705.0,1630.0,1610.0,12.0,803.0,1533.0,2021-05-28,1533 fully vaccinated prisoners received the one-shot Johnson & Johnson vaccine.
252,wisconsin,WI,,,2568.0,2556.0,,,,,115106.0,10976.0,10763.0,32.0,10154.0,8849.0,2021-05-25,
253,wyoming,WY,,,304.0,301.0,0.0,,,,33234.0,902.0,895.0,3.0,,,2021-05-25,
254,federal,US,,,6965.0,6832.0,4.0,,18878.0,114091.0,,,,255.0,,69181.0,2021-05-25,The total number of prisoner deaths has been updated after a review of private facilities that were removed from the BOP's reporting. 
255,alabama,AL,,,1052.0,1038.0,3.0,848.0,,,16211.0,1651.0,1582.0,66.0,5935.0,,2021-05-19,
256,alaska,AK,,,330.0,,0.0,,,,34006.0,2423.0,,5.0,3233.0,2755.0,2021-05-18,
257,arizona,AZ,,,2771.0,2759.0,,,,46958.0,,12297.0,12223.0,59.0,,,2021-05-18,
258,arkansas,AR,,,,,4.0,,,,,11373.0,11277.0,52.0,,,2021-05-18,"We have been told vaccinations have begun in this system, but they have not released numbers of people vaccinated for this week. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
259,california,CA,,,16537.0,16403.0,28.0,32025.0,29240.0,126208.0,,49237.0,48390.0,222.0,69165.0,66555.0,2021-05-21,
260,colorado,CO,,,1897.0,,0.0,3418.0,,20097.0,220177.0,8954.0,,29.0,10043.0,,2021-05-18,
261,connecticut,CT,,76475.0,1686.0,1675.0,0.0,2697.0,,,120109.0,4486.0,4454.0,19.0,4600.0,,2021-05-18,
262,delaware,DE,,,,,1.0,1283.0,1128.0,,14077.0,2049.0,2030.0,13.0,2217.0,1793.0,2021-05-20,
263,florida,FL,,,6036.0,5837.0,9.0,,,,,18071.0,17852.0,221.0,,,2021-05-19,
264,georgia,GA,,,1737.0,1711.0,4.0,1494.0,,,,3865.0,3765.0,93.0,22681.0,,2021-05-18,
265,hawaii,HI,,,250.0,230.0,0.0,,,,18126.0,1974.0,1959.0,9.0,,,2021-05-18,
266,idaho,ID,6432.0,,481.0,479.0,0.0,249.0,213.0,11699.0,,4144.0,4089.0,6.0,2793.0,2196.0,2021-05-18,
267,illinois,IL,,246155.0,4557.0,4482.0,1.0,,4272.0,,598063.0,10898.0,10887.0,88.0,,18895.0,2021-05-18,
268,indiana,IN,,5682.0,1532.0,1508.0,4.0,,,,23007.0,3684.0,3584.0,51.0,11834.0,6282.0,2021-05-18,
269,iowa,IA,,,707.0,703.0,2.0,1309.0,1312.0,,47627.0,4887.0,4864.0,19.0,3702.0,3367.0,2021-05-19,30 Staff and 900 prisoners have received the one-shot Johnson and Johnson vaccine. The number of prisoners recovered from COVID-19 for this week was transcribed incorrectly and has been updated.
270,kansas,KS,,,1217.0,,6.0,1417.0,,,,6114.0,,16.0,6325.0,,2021-05-18,
271,kentucky,KY,,,1106.0,,5.0,,,,,7908.0,,48.0,,,2021-05-20,"We have been told vaccinations have begun in this system, but they have not released numbers for this week."
272,louisiana,LA,2468.0,,937.0,927.0,6.0,2190.0,2141.0,9079.0,,3206.0,3107.0,36.0,9287.0,6368.0,2021-05-19,
273,maine,ME,,,63.0,63.0,0.0,802.0,790.0,,10324.0,197.0,,1.0,757.0,588.0,2021-05-21,
274,maryland,MD,,86892.0,2327.0,2291.0,4.0,,3968.0,,72775.0,4470.0,4431.0,30.0,10066.0,7148.0,2021-05-21,
275,massachusetts,MA,,,953.0,,,3132.0,2831.0,,37609.0,2572.0,,21.0,4665.0,4401.0,2021-05-19,
276,michigan,MI,,230592.0,4365.0,,6.0,,,41762.0,881458.0,26664.0,25611.0,141.0,12378.0,19768.0,2021-05-20,vaccine numbers from 5/21. 8041 prisoners received the one-shot Johnson & Johnson vaccine and were fully vaccinated.
277,minnesota,MN,,,1134.0,936.0,0.0,,2133.0,,116026.0,4229.0,4197.0,12.0,1180.0,4401.0,2021-05-18,3862 prisoners have received the one-shot Johnson & Johnson vaccine. We remove 38 presumed positives from the recovered prisoners each week
278,mississippi,MS,,,,,,691.0,545.0,,3442.0,1399.0,,23.0,10844.0,8734.0,2021-05-19,
279,missouri,MO,,12985.0,2605.0,2591.0,6.0,,,,85163.0,5826.0,5687.0,48.0,12216.0,,2021-05-20,
280,montana,MT,,,285.0,,0.0,,,,,,,6.0,,,2021-05-18,
281,nebraska,NE,,,,,,,,3676.0,6784.0,982.0,976.0,6.0,,,2021-05-21,
282,nevada,NV,,,1001.0,,3.0,,,,,4565.0,,,,,2021-05-18,
283,new hampshire,NH,,,186.0,184.0,0.0,,,,1993.0,460.0,456.0,3.0,1304.0,1255.0,2021-05-18,173 prisoners were fully vaccinated with the one-shot Johnson & Johnson vaccine.
284,new jersey,NJ,,216939.0,2901.0,,,,,,287436.0,4799.0,,53.0,,,2021-05-16,
285,new mexico,NM,,,968.0,964.0,0.0,1678.0,1649.0,,50252.0,2986.0,2957.0,28.0,,,2021-05-18,
286,new york,NY,,,,,8.0,7546.0,7675.0,,97375.0,6561.0,6497.0,35.0,3938.0,10604.0,2021-05-19,"153 staff and 7686 incarcerated individuals have been fully vaccinated with the one-shot Johnson & Johnson vaccine. NY audited its staff case numbers in mid-June and revised them after identifying a number of cases that had been counted twice. We have removed this previous week's total that was inaccurate, as a result."
287,north carolina,NC,,142760.0,3960.0,3831.0,13.0,6982.0,6403.0,42024.0,139099.0,10056.0,7940.0,55.0,17552.0,15695.0,2021-05-18,"Includes released prisoners: 845 at least one dose, 498 fully vaccinated"
288,north dakota,ND,1266.0,24537.0,299.0,298.0,1.0,,,3795.0,35996.0,634.0,633.0,1.0,1006.0,1040.0,2021-05-18,Vaccine numbers as of 5/19. 111 people were fully vaccinated with the one-shot Johnson & Johnson vaccine.
289,ohio,OH,,,4920.0,4883.0,10.0,7244.0,,,78872.0,9807.0,6932.0,135.0,23646.0,,2021-05-18,
290,oklahoma,OK,,17284.0,1074.0,,,,,,32683.0,7429.0,,55.0,,,2021-05-18,
291,oregon,OR,,,881.0,864.0,,,,,29151.0,3613.0,3439.0,42.0,,,2021-05-18,
292,pennsylvania,PA,,,4948.0,,,3430.0,3410.0,,119839.0,11359.0,,138.0,2916.0,26763.0,2021-05-19,"The vaccination numbers now include prisoners who have been released after being vaccinated and thus may appear to be a larger growth than it should. 24,050 prisoners have been fully vaccinated with the one-shot Johnson & Johnson vaccine. The state is also no longer reporting cases in community corrections, so we are adding in the last known number of cases there, 309. As a result, these case numbers are almost certainly an undercount."
293,rhode island,RI,,,455.0,454.0,1.0,,,,,1238.0,1232.0,2.0,,,2021-05-21,Subtracting 4 presumed positives among prisoners and 13 presumed positives from staff. 
294,south carolina,SC,,,1133.0,1112.0,2.0,,,,37645.0,3317.0,3220.0,42.0,4066.0,3653.0,2021-05-18,
295,south dakota,SD,,424.0,191.0,191.0,0.0,,,,8840.0,2342.0,2335.0,7.0,,,2021-05-18,
296,tennessee,TN,,,1541.0,1516.0,5.0,,,,46743.0,6684.0,6638.0,42.0,,,2021-05-18,"We have been told vaccinations have begun in this system, but they have not released breakdowns for the number of people vaccinated for this week."
297,texas,TX,,231051.0,11712.0,11315.0,46.0,13162.0,11502.0,,527873.0,34620.0,33176.0,273.0,,,2021-05-18,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Vaccine numbers as of 5/20, 194 staff and 5288 prisoners have received the one-shot Johnson and Johnson vaccine. Beyond that, TDCJ is not releasing numbers for prisoners partially and fully vaccinated."
298,utah,UT,,,402.0,396.0,,,,,29340.0,3463.0,3438.0,16.0,377.0,358.0,2021-05-20,
299,vermont,VT,,,112.0,108.0,0.0,0.0,467.0,3061.0,22902.0,462.0,461.0,0.0,812.0,,2021-05-18,
300,virginia,VA,,21766.0,2589.0,2559.0,5.0,6852.0,5374.0,,118989.0,9111.0,8954.0,56.0,17971.0,16174.0,2021-05-20,
301,washington,WA,,,1263.0,,2.0,3693.0,,,,6240.0,6212.0,13.0,7363.0,,2021-05-18,"In late-June, Washington revised their total number of deaths, removing one case after reviewing updated an updated death certificate. We have adjusted this week's total accordingly."
302,west virginia,WV,,14043.0,498.0,494.0,1.0,834.0,812.0,,10611.0,1629.0,1610.0,12.0,803.0,1519.0,2021-05-21,1519 fully vaccinated prisoners received the one-shot Johnson & Johnson vaccine.
303,wisconsin,WI,,,2560.0,2548.0,,,,,113112.0,10975.0,10757.0,32.0,9836.0,6549.0,2021-05-18,Vaccine numbers as of 5/16. 1845 people were fully vaccinated with Johnson & Johnson's one-shot vaccine
304,wyoming,WY,,,304.0,301.0,0.0,,,,32962.0,902.0,893.0,3.0,,,2021-05-18,
305,federal,US,,,6946.0,6792.0,4.0,,18772.0,113660.0,,,,253.0,,65442.0,2021-05-18,The total number of prisoner deaths has been updated after a review of private facilities that were removed from the BOP's reporting. 
306,alabama,AL,,,1046.0,1037.0,3.0,844.0,,,16066.0,1649.0,1580.0,66.0,4065.0,,2021-05-12,
307,alaska,AK,,,330.0,,0.0,,,,33204.0,2420.0,,5.0,,2313.0,2021-05-11,
308,arizona,AZ,,,2768.0,2757.0,,,,46927.0,,12296.0,12216.0,59.0,,,2021-05-11,The number of deaths this week was revised shortly after this was published after the medical examiner ruled one death was not COVID-related. We adjusted our data accordingly.
309,arkansas,AR,,,,,4.0,,,,,11351.0,11266.0,52.0,,,2021-05-11,"We have been told vaccinations have begun in this system, but they have not released numbers of people vaccinated for this week. The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count."
310,california,CA,,,16485.0,16331.0,28.0,31642.0,28855.0,125541.0,,49229.0,48386.0,222.0,68107.0,65626.0,2021-05-14,
311,colorado,CO,,,1881.0,,0.0,3320.0,,19919.0,215728.0,8942.0,,29.0,9778.0,,2021-05-11,
312,connecticut,CT,,73296.0,1684.0,1661.0,0.0,2697.0,,,113335.0,4475.0,4448.0,19.0,4386.0,,2021-05-11,
313,delaware,DE,,,,,1.0,,,,,,,13.0,,,2021-05-11,
314,florida,FL,,,,,9.0,,,,,,,,,,2021-05-11,
315,georgia,GA,,,1733.0,1703.0,4.0,1448.0,,,,3864.0,3759.0,93.0,21901.0,,2021-05-11,
316,hawaii,HI,,,230.0,229.0,0.0,,,,17822.0,1970.0,1958.0,9.0,375.0,1290.0,2021-05-11,"Of those fully vaccinated, 1005 received the one-shot Johnson & Johnson vaccine."
317,idaho,ID,6428.0,,480.0,478.0,0.0,249.0,213.0,11643.0,,4141.0,4081.0,6.0,2613.0,2032.0,2021-05-11,
318,illinois,IL,,231007.0,4525.0,4452.0,1.0,,4272.0,,579437.0,10892.0,10878.0,88.0,,18895.0,2021-05-11,
319,indiana,IN,,5672.0,1530.0,1502.0,4.0,,,,22730.0,3679.0,3583.0,51.0,10265.0,5368.0,2021-05-11,
320,iowa,IA,,,706.0,702.0,2.0,1303.0,1274.0,,46773.0,4883.0,4855.0,19.0,3644.0,1439.0,2021-05-12,25 Staff and 548 prisoners have received the one-shot Johnson and Johnson vaccine.
321,kansas,KS,,,1216.0,,6.0,,,,,6111.0,,16.0,,,2021-05-13,"Vaccines as of 5/12. Kansas later revised its prisoner and staff vaccine totals, so we removed the earlier reported numbers for this week."
322,kentucky,KY,,,1103.0,,5.0,1524.0,,,,7904.0,,48.0,7125.0,,2021-05-13,
323,louisiana,LA,2467.0,,936.0,926.0,6.0,2172.0,2106.0,8995.0,,3205.0,3106.0,36.0,8877.0,5944.0,2021-05-11,
324,maine,ME,,,,,0.0,,735.0,,10199.0,197.0,,1.0,,284.0,2021-05-14,All of the prisoners vaccinated in Maine have received the one-shot Johnson & Johnson vaccine.
325,maryland,MD,,82404.0,2321.0,2276.0,4.0,4011.0,3968.0,,72192.0,4466.0,4425.0,30.0,9181.0,5810.0,2021-05-14,
326,massachusetts,MA,,,950.0,,,3132.0,2831.0,,35635.0,2568.0,,21.0,4665.0,4401.0,2021-05-12,
327,michigan,MI,,223650.0,4330.0,,6.0,,,41692.0,849219.0,26655.0,25548.0,141.0,12331.0,19722.0,2021-05-13,vaccine numbers from 5/14. 7997 prisoners received the one-shot Johnson & Johnson vaccine and were fully vaccinated.
328,minnesota,MN,,,1132.0,931.0,0.0,,2086.0,,115202.0,4229.0,4197.0,12.0,1056.0,4223.0,2021-05-11,3775 prisoners have received the one-shot Johnson & Johnson vaccine. We remove 38 presumed positives from the recovered prisoners each week
329,mississippi,MS,,,,,,691.0,537.0,,3436.0,1399.0,,23.0,10844.0,8734.0,2021-05-12,
330,missouri,MO,,12983.0,2597.0,2583.0,6.0,,,,84492.0,5793.0,5630.0,48.0,11902.0,,2021-05-11,
331,montana,MT,,,285.0,,0.0,,,,,1136.0,,6.0,1659.0,935.0,2021-05-12,Vaccine numbers as of 5/14. The number of staff cases for this week was transcribed incorrectly and has been updated.
332,nebraska,NE,,,,,,,,3676.0,6783.0,982.0,976.0,6.0,,,2021-05-14,
333,nevada,NV,,,998.0,,3.0,1274.0,845.0,,,4560.0,,57.0,5754.0,851.0,2021-05-11,
334,new hampshire,NH,,,185.0,184.0,0.0,,,,1943.0,458.0,455.0,3.0,1277.0,537.0,2021-05-11,132 prisoners were fully vaccinated with the one-shot Johnson & Johnson vaccine.
335,new jersey,NJ,,211511.0,2889.0,,,,,,,,,53.0,,,2021-05-09,
336,new mexico,NM,,,965.0,960.0,0.0,1662.0,1632.0,,49828.0,2985.0,2952.0,28.0,2920.0,1874.0,2021-05-11,
337,new york,NY,,,,5113.0,8.0,7546.0,7675.0,,87849.0,6556.0,6472.0,35.0,3938.0,8024.0,2021-05-11,"153 staff and 5,106 incarcerated individuals have been fully vaccinated with the one-shot Johnson & Johnson vaccine. NY audited its staff case numbers in mid-June and revised them after identifying a number of cases that had been counted twice. We have removed this previous week's total that was inaccurate, as a result."
338,north carolina,NC,,138637.0,3942.0,3823.0,13.0,6914.0,5807.0,41771.0,137126.0,10047.0,7976.0,55.0,17172.0,14447.0,2021-05-11,
